label,message,message_length,tokens,word_count
spam,you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no 83355 ibhltd ldnw15h 150pmtmsgrcvd18,139,"['you', 'are', 'guaranteed', 'the', 'latest', 'nokia', 'phone', 'a', '40gb', 'ipod', 'mp3', 'player', 'or', 'a', '500', 'prize', 'txt', 'word', 'collect', 'to', 'no', '83355', 'ibhltd', 'ldnw15h', '150pmtmsgrcvd18']",25
ham,sno competition for him,23,"['sno', 'competition', 'for', 'him']",4
spam,boltblue tones for 150p reply poly or mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come with me or stop 4 more tones txt more,139,"['boltblue', 'tones', 'for', '150p', 'reply', 'poly', 'or', 'mono', 'eg', 'poly3', '1', 'cha', 'cha', 'slide', '2', 'yeah', '3', 'slow', 'jamz', '6', 'toxic', '8', 'come', 'with', 'me', 'or', 'stop', '4', 'more', 'tones', 'txt', 'more']",32
spam,your credits have been topped up for httpwwwbubbletextcom your renewal pin is tgxxrz,84,"['your', 'credits', 'have', 'been', 'topped', 'up', 'for', 'httpwwwbubbletextcom', 'your', 'renewal', 'pin', 'is', 'tgxxrz']",13
ham,that way transport is less problematic than on sat night by the way if u want to ask n to join my bday feel free but need to know definite nos as booking on fri,160,"['that', 'way', 'transport', 'is', 'less', 'problematic', 'than', 'on', 'sat', 'night', 'by', 'the', 'way', 'if', 'u', 'want', 'to', 'ask', 'n', 'to', 'join', 'my', 'bday', 'feel', 'free', 'but', 'need', 'to', 'know', 'definite', 'nos', 'as', 'booking', 'on', 'fri']",35
ham,usually the person is unconscious thats in children but in adults they may just behave abnormally ill call you now,114,"['usually', 'the', 'person', 'is', 'unconscious', 'thats', 'in', 'children', 'but', 'in', 'adults', 'they', 'may', 'just', 'behave', 'abnormally', 'ill', 'call', 'you', 'now']",20
ham,but thats on ebay it might be less elsewhere,44,"['but', 'thats', 'on', 'ebay', 'it', 'might', 'be', 'less', 'elsewhere']",9
ham,shall i come to get pickle,26,"['shall', 'i', 'come', 'to', 'get', 'pickle']",6
ham,were gonna go get some tacos,28,"['were', 'gonna', 'go', 'get', 'some', 'tacos']",6
ham,thats very rude you on campus,29,"['thats', 'very', 'rude', 'you', 'on', 'campus']",6
spam,urgent your mobile no was awarded a 2000 bonus caller prize on 020903 this is our 2nd attempt to contact you call 08718729755 box95qu,133,"['urgent', 'your', 'mobile', 'no', 'was', 'awarded', 'a', '2000', 'bonus', 'caller', 'prize', 'on', '020903', 'this', 'is', 'our', '2nd', 'attempt', 'to', 'contact', 'you', 'call', '08718729755', 'box95qu']",24
ham,hi i wont b ard 4 christmas but do enjoy n merry xmas,53,"['hi', 'i', 'wont', 'b', 'ard', '4', 'christmas', 'but', 'do', 'enjoy', 'n', 'merry', 'xmas']",13
spam,todays offer claim ur 150 worth of discount vouchers text yes to 85023 now savamob member offers mobile t cs 08717898035 300 sub 16 unsub reply x,145,"['todays', 'offer', 'claim', 'ur', '150', 'worth', 'of', 'discount', 'vouchers', 'text', 'yes', 'to', '85023', 'now', 'savamob', 'member', 'offers', 'mobile', 't', 'cs', '08717898035', '300', 'sub', '16', 'unsub', 'reply', 'x']",27
ham,yes how is a pretty lady like you single,40,"['yes', 'how', 'is', 'a', 'pretty', 'lady', 'like', 'you', 'single']",9
spam,you will recieve your tone within the next 24hrs for terms and conditions please see channel u teletext pg 750,110,"['you', 'will', 'recieve', 'your', 'tone', 'within', 'the', 'next', '24hrs', 'for', 'terms', 'and', 'conditions', 'please', 'see', 'channel', 'u', 'teletext', 'pg', '750']",20
ham,jay says that youre a doublefaggot,34,"['jay', 'says', 'that', 'youre', 'a', 'doublefaggot']",6
spam,private your 2003 account statement for 07815296484 shows 800 unredeemed sim points call 08718738001 identifier code 41782 expires 181104,137,"['private', 'your', '2003', 'account', 'statement', 'for', '07815296484', 'shows', '800', 'unredeemed', 'sim', 'points', 'call', '08718738001', 'identifier', 'code', '41782', 'expires', '181104']",19
ham,what todaysundaysunday is holidayso no work,43,"['what', 'todaysundaysunday', 'is', 'holidayso', 'no', 'work']",6
ham,ill be late,11,"['ill', 'be', 'late']",3
ham,ive not called you in a while this is hoping it was l8r malaria and that you know that we miss you guys i miss bani big so pls give her my love especially have a great day,171,"['ive', 'not', 'called', 'you', 'in', 'a', 'while', 'this', 'is', 'hoping', 'it', 'was', 'l8r', 'malaria', 'and', 'that', 'you', 'know', 'that', 'we', 'miss', 'you', 'guys', 'i', 'miss', 'bani', 'big', 'so', 'pls', 'give', 'her', 'my', 'love', 'especially', 'have', 'a', 'great', 'day']",38
ham,good afternoon my love how goes that day i hope maybe you got some leads on a job i think of you boytoy and send you a passionate kiss from across the sea,154,"['good', 'afternoon', 'my', 'love', 'how', 'goes', 'that', 'day', 'i', 'hope', 'maybe', 'you', 'got', 'some', 'leads', 'on', 'a', 'job', 'i', 'think', 'of', 'you', 'boytoy', 'and', 'send', 'you', 'a', 'passionate', 'kiss', 'from', 'across', 'the', 'sea']",33
ham,probably gonna be here for a while see you later tonight lt,59,"['probably', 'gonna', 'be', 'here', 'for', 'a', 'while', 'see', 'you', 'later', 'tonight', 'lt']",12
ham,or maybe my fat fingers just press all these buttons and it doesnt know what to do,82,"['or', 'maybe', 'my', 'fat', 'fingers', 'just', 'press', 'all', 'these', 'buttons', 'and', 'it', 'doesnt', 'know', 'what', 'to', 'do']",17
ham,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,82,"['ummmmmaah', 'many', 'many', 'happy', 'returns', 'of', 'd', 'day', 'my', 'dear', 'sweet', 'heart', 'happy', 'birthday', 'dear']",15
ham,i am in tirupur da once you started from office call me,55,"['i', 'am', 'in', 'tirupur', 'da', 'once', 'you', 'started', 'from', 'office', 'call', 'me']",12
spam,from wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop,90,"['from', 'wwwapplausestorecom', 'monthlysubscription50pmsg', 'max6month', 'tcsc', 'web', 'age16', '2stop', 'txt', 'stop']",10
ham,a famous quote when you develop the ability to listen to anything unconditionally without losing your temper or self confidence it means you are married,152,"['a', 'famous', 'quote', 'when', 'you', 'develop', 'the', 'ability', 'to', 'listen', 'to', 'anything', 'unconditionally', 'without', 'losing', 'your', 'temper', 'or', 'self', 'confidence', 'it', 'means', 'you', 'are', 'married']",25
ham,but am going to college pa what to do are else ill come there it self pa,72,"['but', 'am', 'going', 'to', 'college', 'pa', 'what', 'to', 'do', 'are', 'else', 'ill', 'come', 'there', 'it', 'self', 'pa']",17
ham,4 oclock at mine just to bash out a flat plan,45,"['4', 'oclock', 'at', 'mine', 'just', 'to', 'bash', 'out', 'a', 'flat', 'plan']",11
ham,this girl does not stay in bed this girl doesnt need recovery time id rather pass out while having fun then be cooped up in bed,127,"['this', 'girl', 'does', 'not', 'stay', 'in', 'bed', 'this', 'girl', 'doesnt', 'need', 'recovery', 'time', 'id', 'rather', 'pass', 'out', 'while', 'having', 'fun', 'then', 'be', 'cooped', 'up', 'in', 'bed']",26
ham,then any special there,22,"['then', 'any', 'special', 'there']",4
ham,i know but you need to get hotel now i just got my invitation but i had to apologise cali is to sweet for me to come to some english blokes weddin,146,"['i', 'know', 'but', 'you', 'need', 'to', 'get', 'hotel', 'now', 'i', 'just', 'got', 'my', 'invitation', 'but', 'i', 'had', 'to', 'apologise', 'cali', 'is', 'to', 'sweet', 'for', 'me', 'to', 'come', 'to', 'some', 'english', 'blokes', 'weddin']",32
ham,sorry that took so long omw now,31,"['sorry', 'that', 'took', 'so', 'long', 'omw', 'now']",7
ham,wait ltgt min,13,"['wait', 'ltgt', 'min']",3
ham,ok give me 5 minutes i think i see her btw youre my alibi you were cutting my hair the whole time,97,"['ok', 'give', 'me', '5', 'minutes', 'i', 'think', 'i', 'see', 'her', 'btw', 'youre', 'my', 'alibi', 'you', 'were', 'cutting', 'my', 'hair', 'the', 'whole', 'time']",22
ham,imagine you finally get to sink into that bath after i have put you through your paces maybe even having you eat me for a while before i left but also imagine the feel of that cage on your cock surrounded by the bath water reminding you always who owns you enjoy my cuck,270,"['imagine', 'you', 'finally', 'get', 'to', 'sink', 'into', 'that', 'bath', 'after', 'i', 'have', 'put', 'you', 'through', 'your', 'paces', 'maybe', 'even', 'having', 'you', 'eat', 'me', 'for', 'a', 'while', 'before', 'i', 'left', 'but', 'also', 'imagine', 'the', 'feel', 'of', 'that', 'cage', 'on', 'your', 'cock', 'surrounded', 'by', 'the', 'bath', 'water', 'reminding', 'you', 'always', 'who', 'owns', 'you', 'enjoy', 'my', 'cuck']",54
ham,hurry up ive been weeddeficient for like three days,51,"['hurry', 'up', 'ive', 'been', 'weeddeficient', 'for', 'like', 'three', 'days']",9
ham,sure if i get an acknowledgement from you that its astoundingly tactless and generally faggy to demand a blood oath fo,118,"['sure', 'if', 'i', 'get', 'an', 'acknowledgement', 'from', 'you', 'that', 'its', 'astoundingly', 'tactless', 'and', 'generally', 'faggy', 'to', 'demand', 'a', 'blood', 'oath', 'fo']",21
ham,ok every night take a warm bath drink a cup of milk and youll see a work of magic you still need to loose weight just so that you know,134,"['ok', 'every', 'night', 'take', 'a', 'warm', 'bath', 'drink', 'a', 'cup', 'of', 'milk', 'and', 'youll', 'see', 'a', 'work', 'of', 'magic', 'you', 'still', 'need', 'to', 'loose', 'weight', 'just', 'so', 'that', 'you', 'know']",30
ham,ill have a look at the frying pan in case its cheap or a book perhaps no thats silly a frying pan isnt likely to be a book,122,"['ill', 'have', 'a', 'look', 'at', 'the', 'frying', 'pan', 'in', 'case', 'its', 'cheap', 'or', 'a', 'book', 'perhaps', 'no', 'thats', 'silly', 'a', 'frying', 'pan', 'isnt', 'likely', 'to', 'be', 'a', 'book']",28
ham,o well uv causes mutations sunscreen is like essential thesedays,64,"['o', 'well', 'uv', 'causes', 'mutations', 'sunscreen', 'is', 'like', 'essential', 'thesedays']",10
ham,having lunchyou are not in onlinewhy,36,"['having', 'lunchyou', 'are', 'not', 'in', 'onlinewhy']",6
ham,i know that my friend already told that,39,"['i', 'know', 'that', 'my', 'friend', 'already', 'told', 'that']",8
ham,hi princess thank you for the pics you are very pretty how are you,66,"['hi', 'princess', 'thank', 'you', 'for', 'the', 'pics', 'you', 'are', 'very', 'pretty', 'how', 'are', 'you']",14
ham,aiyo u always c our ex one i dunno abt mei she haven reply first time u reply so fast y so lucky not workin huh got bao by ur sugardad ahgee,140,"['aiyo', 'u', 'always', 'c', 'our', 'ex', 'one', 'i', 'dunno', 'abt', 'mei', 'she', 'haven', 'reply', 'first', 'time', 'u', 'reply', 'so', 'fast', 'y', 'so', 'lucky', 'not', 'workin', 'huh', 'got', 'bao', 'by', 'ur', 'sugardad', 'ahgee']",32
ham,hi msg meim in office,21,"['hi', 'msg', 'meim', 'in', 'office']",5
ham,thanx 4 e brownie its v nice,28,"['thanx', '4', 'e', 'brownie', 'its', 'v', 'nice']",7
ham,geeeee i love you so much i can barely stand it,47,"['geeeee', 'i', 'love', 'you', 'so', 'much', 'i', 'can', 'barely', 'stand', 'it']",11
spam,gent we are trying to contact you last weekends draw shows that you won a 1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs only 150ppm,151,"['gent', 'we', 'are', 'trying', 'to', 'contact', 'you', 'last', 'weekends', 'draw', 'shows', 'that', 'you', 'won', 'a', '1000', 'prize', 'guaranteed', 'call', '09064012160', 'claim', 'code', 'k52', 'valid', '12hrs', 'only', '150ppm']",27
ham,fuck babe i miss you already you know cant you let me send you some money towards your net i need you i want you i crave you,124,"['fuck', 'babe', 'i', 'miss', 'you', 'already', 'you', 'know', 'cant', 'you', 'let', 'me', 'send', 'you', 'some', 'money', 'towards', 'your', 'net', 'i', 'need', 'you', 'i', 'want', 'you', 'i', 'crave', 'you']",28
ham,ill call u 2mrw at ninish with my address that icky american freek wont stop callin me 2 bad jen k eh,101,"['ill', 'call', 'u', '2mrw', 'at', 'ninish', 'with', 'my', 'address', 'that', 'icky', 'american', 'freek', 'wont', 'stop', 'callin', 'me', '2', 'bad', 'jen', 'k', 'eh']",22
ham,oooh bed ridden ey what are you thinking of,43,"['oooh', 'bed', 'ridden', 'ey', 'what', 'are', 'you', 'thinking', 'of']",9
ham,so anyways you can just go to your gym or whatever my love smiles i hope your ok and having a good day babe i miss you so much already,134,"['so', 'anyways', 'you', 'can', 'just', 'go', 'to', 'your', 'gym', 'or', 'whatever', 'my', 'love', 'smiles', 'i', 'hope', 'your', 'ok', 'and', 'having', 'a', 'good', 'day', 'babe', 'i', 'miss', 'you', 'so', 'much', 'already']",30
ham,love it daddy will make you scream with pleasure i am going to slap your ass with my dick,89,"['love', 'it', 'daddy', 'will', 'make', 'you', 'scream', 'with', 'pleasure', 'i', 'am', 'going', 'to', 'slap', 'your', 'ass', 'with', 'my', 'dick']",19
ham,wot u wanna do then missy,25,"['wot', 'u', 'wanna', 'do', 'then', 'missy']",6
ham,yar lor wait 4 my mum 2 finish sch then have lunch lor i whole morning stay at home clean my room now my room quite clean hee,125,"['yar', 'lor', 'wait', '4', 'my', 'mum', '2', 'finish', 'sch', 'then', 'have', 'lunch', 'lor', 'i', 'whole', 'morning', 'stay', 'at', 'home', 'clean', 'my', 'room', 'now', 'my', 'room', 'quite', 'clean', 'hee']",28
ham,do you know where my lab goggles went,37,"['do', 'you', 'know', 'where', 'my', 'lab', 'goggles', 'went']",8
ham,can you open the door,21,"['can', 'you', 'open', 'the', 'door']",5
ham,waiting for your call,21,"['waiting', 'for', 'your', 'call']",4
ham,nope i waiting in sch 4 daddy,29,"['nope', 'i', 'waiting', 'in', 'sch', '4', 'daddy']",7
spam,you have won 1000 cash or a 2000 prize to claim call09050000327,63,"['you', 'have', 'won', '1000', 'cash', 'or', 'a', '2000', 'prize', 'to', 'claim', 'call09050000327']",12
ham,im tired of arguing with you about this week after week do what you want and from now on ill do the same,104,"['im', 'tired', 'of', 'arguing', 'with', 'you', 'about', 'this', 'week', 'after', 'week', 'do', 'what', 'you', 'want', 'and', 'from', 'now', 'on', 'ill', 'do', 'the', 'same']",23
ham,wait 4 me in sch i finish ard 5,31,"['wait', '4', 'me', 'in', 'sch', 'i', 'finish', 'ard', '5']",9
spam,our mobile number has won 5000 to claim calls us back or ring the claims hot line on 09050005321,96,"['our', 'mobile', 'number', 'has', 'won', '5000', 'to', 'claim', 'calls', 'us', 'back', 'or', 'ring', 'the', 'claims', 'hot', 'line', 'on', '09050005321']",19
ham,arngd marriage is while u r walkin unfortuntly a snake bites u bt love marriage is dancing in frnt of d snake amp sayin bite me bite me,135,"['arngd', 'marriage', 'is', 'while', 'u', 'r', 'walkin', 'unfortuntly', 'a', 'snake', 'bites', 'u', 'bt', 'love', 'marriage', 'is', 'dancing', 'in', 'frnt', 'of', 'd', 'snake', 'amp', 'sayin', 'bite', 'me', 'bite', 'me']",28
ham,huh so early then having dinner outside izzit,45,"['huh', 'so', 'early', 'then', 'having', 'dinner', 'outside', 'izzit']",8
ham,ok anyway no need to change with what you said,46,"['ok', 'anyway', 'no', 'need', 'to', 'change', 'with', 'what', 'you', 'said']",10
spam,we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,149,"['we', 'tried', 'to', 'contact', 'you', 're', 'your', 'reply', 'to', 'our', 'offer', 'of', '750', 'mins', '150', 'textand', 'a', 'new', 'video', 'phone', 'call', '08002988890', 'now', 'or', 'reply', 'for', 'free', 'delivery', 'tomorrow']",29
ham,my exwife was not able to have kids do you want kids one day,60,"['my', 'exwife', 'was', 'not', 'able', 'to', 'have', 'kids', 'do', 'you', 'want', 'kids', 'one', 'day']",14
ham,so hows scotland hope you are not over showing your jjc tendencies take care live the dream,91,"['so', 'hows', 'scotland', 'hope', 'you', 'are', 'not', 'over', 'showing', 'your', 'jjc', 'tendencies', 'take', 'care', 'live', 'the', 'dream']",17
ham,tell them u have a headache and just want to use 1 hour of sick time,68,"['tell', 'them', 'u', 'have', 'a', 'headache', 'and', 'just', 'want', 'to', 'use', '1', 'hour', 'of', 'sick', 'time']",16
ham,i dun thk ill quit yet hmmm can go jazz yogasana oso can we can go meet em after our lessons den,96,"['i', 'dun', 'thk', 'ill', 'quit', 'yet', 'hmmm', 'can', 'go', 'jazz', 'yogasana', 'oso', 'can', 'we', 'can', 'go', 'meet', 'em', 'after', 'our', 'lessons', 'den']",22
ham,pete can you please ring meive hardly gotany credit,51,"['pete', 'can', 'you', 'please', 'ring', 'meive', 'hardly', 'gotany', 'credit']",9
